TaskID,TaskName,TaskDescription,Assignee,Initiative,Vertical,EffortEstimate,PriorityBand,ClassificationCategory,NeedsReviewFlag,AuditNotes,TagCompletenessScore,DelegationReadinessFlag,GrammarAuditFlag,ObjectiveClarityFlag,OriginalTaskName,TitleRewriteNotes,TranscriptionMatchNotes,OriginalDescription,OriginalTaskID_from_Split,CrossReferenceNotes,ClarificationAttemptNotes,InferenceNotes,ManualReviewFlag,ReviewReason,QC_ReadabilityNotes,Needs_QC_Review,QC_GatheredContext,QC_RewriteNotes,OriginalTaskName_QC,OriginalDescription_QC,Needs_LLM_Direct_Review,Reason_for_LLM_Review,OriginalTaskName_LLM,OriginalDescription_LLM,LLM_Refinement_Notes,HolisticReviewNotes,ParentTaskID,SubTaskLevel,BlockedBy,BlocksTask,IsParentCandidate,IsDecompositionCandidate,PotentialBlockers,PotentialSubtasks,StructuralAnalysisNotes,LLM_Decomposition_Done,LLM_Hierarchy_Done,LLM_Initiative_Done,LLM_Dependency_Done,LLM_Content_Cohesion_Done,IsInformationalContext,ContextProcessedNotes,OriginalTaskDescription,Status,AssignedTo,TranscriptionGroup,ConversationFlowID,HierarchyMethod,LineRefQuality,ProcessingStageNotes,DecompositionMethod,RefinementStageFlag,ContextualReferenceMap,MetadataCompleteness
T0997,Document now serves as the central bridge between strategic,This document now serves as the central bridge between strategic,Josh,Task Management,Unknown,12+ hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: This document now serves as the central bridge between strategic', New: 'This document now serves as the central bridge between strategic'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T0998,It links simulation logic,"It links simulation logic, initiative hierarchy, and rhythm tracking",Josh,Task Management,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: It links simulation logic', New: 'It links simulation logic'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1004,Any new logic threads should reference this document for,Any new logic threads should reference this document for:,Josh,Task Management,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: Any new logic threads should reference this document for', New: 'Any new logic threads should reference this document for'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1009,Schema updates across PM and business modeling: Task Management,Schema updates across PM and business modeling,Josh,Task Management,Unknown,12+ hrs,Medium,structurally_recoverable,Y,"ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; Task split into new TaskIDs: T1833, T1834.",3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: Schema updates across PM and business modeling', New: 'Schema updates across PM and business modeling'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1010,New modeling logic and symbolic structures: Meta-Coordination,New modeling logic and symbolic structures,Josh,Meta-Coordination,Meta-Coordination,12+ hrs,Energy-Only,symbolic_note,Y,"CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; SYMBOLIC-ONLY; Task split into new TaskIDs: T1835, T1836.",4,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: New modeling logic and symbolic structures', New: 'New modeling logic and symbolic structures'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1011,Relational updates that connect execution with intention,Relational updates that connect execution with intention,Josh,Task Management,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: Relational updates that connect execution with intention', New: 'Relational updates that connect execution with intention'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1012,Two-way continuity: PM threads can now author logic,"Two-way continuity: PM threads can now author logic, not just",Josh,Task Management,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: Two-way continuity: PM threads can now author logic', New: 'Two-way continuity: PM threads can now author logic'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1017,Purpose: Append logic,"Purpose: Append logic, definitions, and modeling structures",Christine,Organizational Development,Retail / Cafe,12+ hrs,Medium,structurally_recoverable,Y,CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,4,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: Purpose: Append logic', New: 'Purpose: Append logic'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1018,That Program Management now actively writes to the Canon Core,That Program Management now actively writes to the Canon Core,Josh,Task Management,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: That Program Management now actively writes to the Canon Core', New: 'That Program Management now actively writes to the Canon Core'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1022,Program Management is now contributing logic,"Program Management is now contributing logic, schema updates, and",Josh,Task Management,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: Program Management is now contributing logic', New: 'Program Management is now contributing logic'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1024,I can write to it from this Program Management thread,I can write to it from this Program Management thread,Josh,Task Management,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: I can write to it from this Program Management thread', New: 'I can write to it from this Program Management thread'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1026,Updates to modeling logic,"Updates to modeling logic, punchlist schema, or system rhythms can",Josh,System Integration,Unknown,12+ hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: Updates to modeling logic', New: 'Updates to modeling logic'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1027,You (or I) can write budget updates,"You (or I) can write budget updates, schema shifts, or margin",Josh,Financial Planning,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: You (or I) can write budget updates', New: 'You (or I) can write budget updates'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1029,Threads like Financial Reporting,"Threads like Financial Reporting, Venue Modeling, or even Narrative",Josh,Financial Planning,Booking / Venue Ops,12+ hrs,Medium,structurally_recoverable,Y,CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,4,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: Threads like Financial Reporting', New: 'Threads like Financial Reporting'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1033,Create symbolic tags for:,Create symbolic tags for:: [Further details needed for this task.],Josh,Meta-Coordination,Meta-Coordination,12+ hrs,Energy-Only,symbolic_note,Y,CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; SYMBOLIC-ONLY; TaskName_OK (heuristic check).,4,Blocked,,nan; CLARIFICATION-REQUIRED; NeedsMoreDetail,,,No strong transcription context found for search terms.,,,Short or generic description.; No new strong context found via cross-reference.,Identified for clarification analysis.; No new strong transcription context found for this item.,Flagged for inference due to ObjectiveClarityFlag: nan; CLARIFICATION-REQUIRED.; Flagged as NeedsMoreDetail (desc repeats short name).,True,Persistent ObjectiveClarityFlag: nan; CLARIFICATION-REQUIRED; NeedsMoreDetail,Very short description (non-split child).; Description is very similar/identical to TaskName.,True,No additional context readily found from parent or transcription search.,Description was identical to short name; added prompt for details.,Create symbolic tags for:,Create symbolic tags for:,False,,,,,,,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1036,It now holds the beginning of a schema ecosystem---ready to power,It now holds the beginning of a schema ecosystem---ready to power,Josh,System Integration,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: It now holds the beginning of a schema ecosystem---ready to power', New: 'It now holds the beginning of a schema ecosystem---ready to power'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1037,The Field Memory Index is successfully installed as a shared,The Field Memory Index is successfully installed as a shared,Josh,Task Management,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: The Field Memory Index is successfully installed as a shared', New: 'The Field Memory Index is successfully installed as a shared'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1041,I can generate a,I can generate a .csv version of the table-only sections,Josh,Task Management,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: I can generate a', New: 'I can generate a'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1049,Are ambiguous or contain placeholder logic,Are ambiguous or contain placeholder logic,Josh,Task Management,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: Are ambiguous or contain placeholder logic', New: 'Are ambiguous or contain placeholder logic'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1051,Begin rewriting in batches (10--15 at a time),Begin rewriting in batches (10--15 at a time),Josh,Task Management,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: Begin rewriting in batches (10--15 at a time)', New: 'Begin rewriting in batches (10--15 at a time)'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1054,✅ Confirmed (clear,"✅ Confirmed (clear, symbolically aligned)",Josh,Meta-Coordination,Meta-Coordination,12+ hrs,Energy-Only,symbolic_note,Y,CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; SYMBOLIC-ONLY; Capitalized task name.,4,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: ✅ Confirmed (clear', New: '✅ Confirmed (clear'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1057,Use row numbers only to locate and update descriptions: Task Management,Use row numbers only to locate and update descriptions,Josh,Task Management,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,"ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; Task split into new TaskIDs: T1837, T1838.",3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: Use row numbers only to locate and update descriptions', New: 'Use row numbers only to locate and update descriptions'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1058,Apply updates in focused chunks to prevent overload or parser,Apply updates in focused chunks to prevent overload or parser,Josh,Task Management,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: Apply updates in focused chunks to prevent overload or parser', New: 'Apply updates in focused chunks to prevent overload or parser'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1063,Rewrite all incomplete or mechanical descriptions in one batch,Rewrite all incomplete or mechanical descriptions in one batch,Josh,Task Management,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: Rewrite all incomplete or mechanical descriptions in one batch', New: 'Rewrite all incomplete or mechanical descriptions in one batch'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1065,You'll get the entire corrected table,"You'll get the entire corrected table, schema-intact, with refined",Josh,Task Management,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: You'll get the entire corrected table', New: 'You'll get the entire corrected table'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1066,It will be positioned to export,"It will be positioned to export, filter, assign, or automate",Christine,System Integration,Retail / Cafe,1-10 hrs,Medium,structurally_recoverable,Y,CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,4,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: It will be positioned to export', New: 'It will be positioned to export'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1068,Data extraction + parsing: 3--5 minutes,Data extraction + parsing: 3--5 minutes,Josh,Task Management,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,nan; CLARIFICATION-REQUIRED,,,No strong transcription context found for search terms.,,,Short or generic description.; No new strong context found via cross-reference.,Identified for clarification analysis.; No new strong transcription context found for this item.,Flagged for inference due to ObjectiveClarityFlag: nan; CLARIFICATION-REQUIRED.,True,Persistent ObjectiveClarityFlag: nan; CLARIFICATION-REQUIRED,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: Data extraction + parsing: 3--5 minutes', New: 'Data extraction + parsing: 3--5 minutes'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1070,Final render + canvas insertion: 3--5 minutes,Final render + canvas insertion: 3--5 minutes,Josh,Task Management,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: Final render + canvas insertion: 3--5 minutes', New: 'Final render + canvas insertion: 3--5 minutes'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1078,Markdown formatting validated (no broken pipes or alignment errors),Markdown formatting validated (no broken pipes or alignment errors),Josh,Task Management,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: Markdown formatting validated (no broken pipes or alignment errors)', New: 'Markdown formatting validated (no broken pipes or alignment errors)'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1086,Autonomous messaging: ❌ Not supported,Autonomous messaging: ❌ Not supported,Josh,Task Management,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,nan; CLARIFICATION-REQUIRED,,,No strong transcription context found for search terms.,,,Short or generic description.; No new strong context found via cross-reference.,Identified for clarification analysis.; No new strong transcription context found for this item.,Flagged for inference due to ObjectiveClarityFlag: nan; CLARIFICATION-REQUIRED.,True,Persistent ObjectiveClarityFlag: nan; CLARIFICATION-REQUIRED,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: Autonomous messaging: ❌ Not supported', New: 'Autonomous messaging: ❌ Not supported'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1090,If a canvas insertion or update fails due to memory,"If a canvas insertion or update fails due to memory, formatting, or",Josh,Task Management,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: If a canvas insertion or update fails due to memory', New: 'If a canvas insertion or update fails due to memory'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1095,Maintain column header integrity across all batches,Maintain column header integrity across all batches,Josh,Task Management,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,Description is very similar/identical to TaskName.,True,No additional context readily found from parent or transcription search.,No specific rewrite rule applied despite readability notes; manual check advised.,Maintain column header integrity across all batches,Maintain column header integrity across all batches,True,Insufficient automated QC.,,,,,,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1096,Mark each completed section visibly with a timestamped log entry,Mark each completed section visibly with a timestamped log entry,Josh,Task Management,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: Mark each completed section visibly with a timestamped log entry', New: 'Mark each completed section visibly with a timestamped log entry'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
